ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
1624,-9032,13164,29.38,-253,-1640,-404,0,814,933,-3300,4928,14456,28.25,-1095,-403,-200,796,503,661
1748,-9184,13172,29.24,-441,-499,2,0,831,951,-3548,5208,14668,28.25,-157,-549,-378,878,568,715
1428,-9000,12884,29.33,-825,1123,581,0,840,957,-3468,5128,14676,28.29,113,-223,-266,900,619,759
1028,-8948,13100,29.33,-888,925,589,0,836,956,-3332,5324,14668,28.34,-476,65,-228,911,632,784
1064,-8924,13116,29.28,-454,404,-667,0,811,944,-3268,5128,14584,28.29,-808,157,-207,914,641,758
1556,-9156,13392,29.19,-2181,-2341,-1789,0,765,921,-3432,4836,14788,28.34,-660,216,10,914,641,738
3264,-12168,13620,29.33,-15027,-2423,-664,1,422,852,-3356,4944,14756,28.29,-361,-283,268,912,616,701
1544,-11748,8896,29.28,598,-3962,-3227,0,309,511,-3452,5288,14932,28.25,22,-214,420,885,562,699
1048,-9996,8016,29.33,5426,93,1261,0,262,411,-2244,4368,15468,28.29,4785,4674,-649,596,509,657
128,-13484,14064,29.28,10007,4021,-1314,1,204,669,-5592,6672,14052,28.29,1738,-611,-548,343,376,172
2996,-9280,13380,29.33,522,1784,1373,0,721,862,-3968,3616,9140,28.29,-651,-799,192,324,384,75
1704,-9124,12868,29.24,392,117,382,0,780,911,-5900,4192,14600,28.20,-1855,-4595,2163,319,388,251
572,-8832,12660,29.24,306,-662,-329,0,826,945,-4404,6500,14156,28.25,-654,-428,-766,750,445,509
1716,-9224,12948,29.38,-132,-205,177,0,845,958,-3304,6000,14680,28.29,-1063,-267,-430,851,511,662
1612,-9012,12792,29.38,-395,423,441,0,849,963,-2948,5084,14936,28.34,-1037,-228,-397,896,556,718
1020,-8792,12916,29.28,-186,75,-308,0,851,964,-3328,5144,14656,28.25,1494,-440,-121,916,590,753
1440,-8884,13168,29.33,-477,-607,-1096,0,854,962,-3124,5152,14648,28.15,470,-135,-132,921,625,780
1448,-8800,13052,29.42,-737,-926,-1285,0,826,960,-3188,5396,14624,28.20,-408,-24,147,923,644,782
2184,-8944,14288,29.33,-6283,-2504,33,0,634,941,-3056,5016,14660,28.34,601,-155,480,922,654,787
2428,-12032,9880,29.24,-8046,-2648,-86,0,372,801,-2712,6160,14792,28.20,862,-127,417,893,580,772
2700,-11072,7732,29.33,1417,-2382,-3013,0,283,461,-3172,5988,15108,28.34,2096,2025,-631,694,515,773
2516,-8336,8736,29.38,2996,2688,2582,0,237,382,-6156,6360,13656,28.25,2550,8654,-1429,343,396,477
5320,-12592,12744,29.28,9334,3986,-3523,0,201,727,-4676,5964,10512,28.25,71,-3519,3713,335,365,31
2032,-9624,12280,29.24,445,2941,1735,0,743,868,-2732,6812,15728,28.29,-1894,-1304,-2752,289,287,123
1648,-9064,13304,29.28,377,234,583,0,812,916,536,4932,15388,28.25,-1812,-578,-723,734,489,468
1928,-9084,13296,29.24,7,-104,99,0,864,944,-3408,5236,14832,28.29,-421,-383,-120,845,542,646
1880,-9152,13052,29.28,-807,567,184,0,874,958,-3128,6300,14652,28.25,-344,-368,-180,888,586,724
1724,-9232,12792,29.28,-424,808,384,0,876,961,-2992,6040,14472,28.29,119,-246,-429,909,641,781
1584,-8508,12816,29.24,165,784,-68,0,878,963,-3340,5704,14780,28.29,62,8,-193,918,687,791
1224,-9128,12644,29.28,-629,-312,-927,0,851,959,-3168,5596,14664,28.20,151,-180,148,920,708,804
1880,-9180,13284,29.28,-2392,-1532,-924,0,764,949,-3180,5556,14500,28.25,144,-162,269,920,718,806
3168,-12484,12348,29.42,-13381,-3547,1842,0,446,879,-2984,5800,14620,28.29,1104,50,515,894,672,787
772,-11708,8364,29.28,65,-3749,-1532,0,298,527,-2788,6216,14708,28.34,-176,48,522,850,602,756
1884,-10144,8612,29.33,4489,-1499,422,0,286,432,-3012,6352,15112,28.20,1043,3714,-921,488,520,728
3784,-13696,13716,29.28,9358,4268,-1413,0,192,353,-5916,7180,13036,28.29,1526,3189,443,348,403,283
3536,-7872,15352,29.24,3023,1653,1187,5,641,752,-5228,4340,11572,28.20,-1475,-1730,745,347,384,62
1332,-9240,12700,29.28,940,409,715,0,726,839,-5084,4416,16352,28.29,-2725,-5320,1563,303,367,166
1260,-8732,13012,29.24,448,432,698,0,791,909,-2148,4800,15304,28.29,168,260,-1307,743,535,351
1420,-8840,13236,29.33,-80,-679,350,0,827,939,-3840,5172,14636,28.29,-1484,-992,109,835,551,617
1832,-9060,12960,29.19,-692,830,455,0,842,952,-3280,5136,14424,28.25,-1309,-191,-164,890,623,692
980,-8904,12904,29.28,-276,785,153,0,842,954,-3624,4836,14812,28.25,-27,-143,-421,920,674,711
992,-8972,12800,29.33,-434,224,-578,0,824,949,-3444,5968,14688,28.20,276,14,-165,926,703,736
1036,-8952,13184,29.28,-261,-441,-1215,0,807,939,-3004,5556,14636,28.29,299,79,25,928,719,733
1372,-8244,13904,29.42,-1168,-1800,-1592,0,761,926,-3480,5180,14416,28.25,227,-68,331,929,701,715
3068,-11104,13128,29.28,-12864,-2332,-651,0,429,889,-3200,5892,14616,28.20,484,-730,762,924,636,648
1584,-12152,8352,29.24,891,-3889,-2529,0,329,539,-2740,6164,15304,28.34,-958,1038,-330,839,593,667
1320,-9408,8512,29.24,2846,472,1229,0,244,427,-6216,6140,15460,28.25,5019,9383,-2423,354,461,325
236,-14980,14908,29.24,12150,3034,-3096,0,223,429,-3424,5408,9668,28.15,445,-2433,2520,351,362,61
4072,-9204,13604,29.28,1221,2471,1710,1,596,832,-6288,4620,15060,28.20,-5908,-6569,2911,338,374,251
1296,-8724,13120,29.24,662,206,562,0,698,885,-4068,6188,14432,28.20,-292,841,-1134,790,543,517
1472,-8608,13272,29.28,38,-579,419,0,735,925,-3616,5064,14704,28.29,-1559,-236,-602,882,594,607
1572,-8812,13484,29.38,-295,636,350,1,781,941,-3420,4512,14708,28.29,-972,94,-187,915,625,649
1288,-8860,12892,29.33,-260,311,15,0,783,943,-3664,4916,14728,28.20,855,-518,22,924,655,697
1268,-8584,12776,29.33,-551,-42,-570,0,772,942,-3492,5600,14728,28.25,143,-93,-9,926,691,717
1336,-8840,12804,29.28,-696,-42,-982,0,751,936,-3564,5472,14560,28.20,-487,-28,144,928,694,725
1388,-8532,13276,29.24,-1694,-867,-1468,0,658,923,-3324,5088,14976,28.20,28,-528,311,927,693,706
1760,-8656,14468,29.38,-15662,-1666,1054,0,442,887,-3228,5544,14748,28.25,-215,-326,693,915,660,667
1452,-13268,8496,29.24,-3353,-1879,-1551,0,254,588,-2772,4964,15068,28.25,180,646,-270,843,587,639
1000,-10552,7172,29.28,3300,-3010,1856,0,239,419,-4592,7336,16224,28.20,4522,7789,-722,402,505,501
-1424,-14148,12772,29.24,11238,-950,-1913,0,246,395,-3504,5036,11940,28.29,1498,-3008,2379,359,353,63
3524,-8780,14896,29.19,4472,4494,1132,2,526,781,-3552,3588,12176,28.15,-833,2425,-6689,338,341,41
1124,-9144,12672,29.24,1721,1572,870,0,683,863,-3212,8088,16580,28.25,-2831,-2603,605,637,439,289
816,-9188,12884,29.24,518,239,406,0,734,897,-3748,5868,14428,28.25,-1748,-748,-6,789,517,632
1176,-8964,12952,29.19,46,10,561,0,765,916,-3136,5412,14676,28.39,-566,-306,-407,875,601,693
1012,-8868,13052,29.33,-396,794,472,0,775,921,-3480,4900,15020,28.25,1075,-467,-130,907,650,737
640,-9056,12828,29.28,-165,591,317,7,784,919,-3112,5752,14896,28.25,249,-91,-184,915,711,781
