ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
-9020,-9624,11616,26.88,-4494,-876,-2277,0,600,866,-4648,8132,14244,25.24,1449,1428,-1391,652,405,786
-2336,-12680,3536,26.84,-15952,-7608,-6993,0,437,692,-728,4768,15948,25.33,62,-599,-360,754,493,849
-2432,-8368,1064,26.79,8596,-2825,1818,0,321,448,-304,5440,15184,25.28,-1648,3237,-950,770,532,854
-5860,-7000,14996,26.93,16223,5931,3939,0,244,700,-1500,4056,15708,25.33,-1181,-764,-171,771,544,858
-9940,-10380,7988,26.88,600,-799,859,0,657,861,-672,6712,18992,25.33,12524,3807,-3729,351,383,848
-4876,-11512,10516,26.84,-37,20,331,0,726,936,-3596,7092,4792,25.33,-633,-1121,2469,281,352,194
-5468,-11036,9452,26.88,-872,552,1654,0,731,923,-4056,3376,6680,25.24,-6996,5996,-2201,247,355,56
-7972,-9780,9756,26.84,-2000,-691,-482,0,656,846,892,972,20664,25.33,-6504,-13777,4568,388,513,684
-6764,-15220,8320,26.84,-19144,-790,-8657,0,470,773,-504,5956,14624,25.33,1164,-418,1024,861,709,763
-1704,-11844,1216,26.88,1508,-2463,-7483,0,336,466,-1600,4684,15420,25.38,-860,2431,-339,892,735,751
-3896,-8052,5248,26.79,2430,11485,13543,0,302,345,-1828,3880,15456,25.28,-2118,1230,121,894,726,730
-4284,-9168,19772,26.84,3041,-1449,4152,0,536,791,-2396,876,18016,25.38,6311,-4601,-1907,792,708,758
-6460,-10924,9248,26.79,1421,-2145,-1937,0,658,878,-6068,8100,17816,25.28,11790,18967,-3576,330,463,454
-4940,-11236,10456,26.84,-1260,928,1961,0,713,931,-2556,2108,6172,25.33,-4123,-7527,4898,299,383,55
-6544,-10524,9328,26.79,-545,471,947,0,679,898,-5160,13776,7328,25.33,-15396,-17485,10727,275,356,503
-9676,-10172,13144,26.84,-10159,3342,-6079,0,609,880,-3156,-164,15824,25.38,-1844,-1224,1279,837,484,725
-5060,-19352,408,26.93,-7017,-6910,-5748,0,471,526,-476,5360,15668,25.28,1470,-1417,11,884,596,810
-1824,-5140,2528,26.88,6983,1536,3814,0,329,384,-876,4956,15288,25.33,-2280,4323,-1128,874,611,816
-4696,-8928,17188,26.88,16804,-1167,4846,0,416,443,-1584,3788,15884,25.38,-846,419,-1,854,574,814
-9736,-10320,7816,26.84,2036,-1570,-1525,0,755,798,-2384,6532,17932,25.28,10465,10616,-969,367,464,802
-5304,-11380,10288,26.98,-35,291,507,0,830,904,-3744,8764,10356,25.42,-357,-3397,6522,285,374,137
-6056,-10780,9052,26.98,-1989,1224,2197,0,821,889,-4348,5244,10984,25.47,-4094,4955,-7809,251,367,64
-8556,-9048,10564,26.98,-1417,-1136,-1190,0,796,850,-3548,9180,19252,25.33,132,-10053,5237,736,411,601
-5940,-13728,11992,26.93,-26242,-4364,-9427,0,498,805,-820,3896,15668,25.33,2302,-3684,557,896,561,797
-984,-11152,780,26.93,6733,-1186,-7479,0,430,485,548,7528,15324,25.33,699,-85,-704,916,644,827
-6856,-32768,8952,26.84,20116,5814,5140,0,257,335,-488,4768,15220,25.42,-2247,3240,-732,909,652,820
-4516,-14624,9056,26.98,-1530,-837,470,0,728,699,-624,2284,17656,25.42,4282,-320,-1218,775,592,814
-4940,-11412,9912,26.98,-58,-622,-408,0,798,858,-5780,8088,15228,25.38,7214,8965,-2900,335,396,254
-5800,-11032,9516,26.88,-2353,997,2342,0,805,879,-3404,4476,7248,25.38,-5976,-1549,1380,319,404,69
-6496,-10452,9364,26.88,-651,502,367,0,782,813,-16892,-5336,18300,25.42,-10101,-13280,908,278,393,603
-8744,-12788,14000,26.98,-18517,1602,-6040,0,548,827,-2168,6944,14624,25.38,-55,-3108,1350,879,607,800
-7396,-13196,-836,26.88,-2199,-631,1525,0,442,498,180,5720,15876,25.33,856,-736,-579,919,711,831
-4280,-4936,496,26.88,1336,3694,9098,0,285,365,-364,5280,15480,25.28,-2498,4049,-1015,910,702,834
-11068,-7072,13416,26.88,15466,2073,2974,0,371,636,380,3880,15800,25.38,876,485,-300,865,695,827
-7880,-11596,7132,26.93,1815,-706,-256,0,805,800,-2232,7692,14708,25.24,14885,21990,-4586,348,474,604
-4668,-11920,10132,26.88,-424,622,1465,0,855,896,-4208,5404,7920,25.38,-3650,-6020,1210,336,395,60
-6204,-10860,9376,26.98,-1733,1932,1240,3,840,818,-4136,3400,11652,25.38,-4445,3511,-9879,306,284,124
-8892,-11272,11244,26.93,-7181,-536,-3014,0,776,713,-6228,3772,16572,25.38,2158,820,-999,834,561,678
-3800,-14488,4696,26.98,-8265,-6794,-2785,0,466,540,-708,5424,15644,25.47,1878,-2183,37,907,670,787
-3224,-8516,2516,26.93,9469,-3266,-4473,0,310,344,-44,6320,15276,25.33,-996,3355,-1310,920,721,802
-17416,-15160,6132,26.84,18166,6529,1920,0,223,464,-560,5888,15300,25.42,-2956,1266,2,915,710,776
-11068,-9932,6592,26.98,574,639,2696,0,611,797,1040,6280,18640,25.38,15052,11825,-2292,434,536,796
-4288,-11592,10932,26.93,1994,-2454,-2154,0,766,945,-4152,9660,9548,25.33,107,255,6573,341,361,110
-5564,-10920,9896,26.88,-2556,991,2320,0,767,944,-4660,2292,8264,25.38,-6675,-870,-7301,331,388,50
-7432,-9496,11488,27.07,-2064,1530,-1528,0,690,885,2964,2828,19072,25.42,-6071,-12794,6104,388,496,459
-5052,-14584,10840,26.93,-15082,-4447,-7285,0,470,711,-844,3872,15540,25.28,-2054,-704,925,889,690,665
-2984,-8544,3884,26.93,1026,-1407,-3917,0,312,468,-64,5860,15752,25.42,700,-492,-309,931,780,713
-1436,-9872,3368,26.93,5595,6067,9298,0,273,365,-1260,4452,15152,25.38,-2209,3132,-901,930,770,706
-8732,-14928,19284,26.98,5182,-3693,622,0,705,700,-1244,3144,16152,25.38,-704,-390,-794,909,760,690
-4376,-11324,10288,27.07,1944,-2499,-1562,0,824,898,-1612,7696,17872,25.33,14627,19674,-2681,378,551,690
-3608,-11880,10736,27.02,-659,755,949,0,863,936,-4880,6780,7868,25.38,-1067,-4647,5303,317,371,46
-6088,-10924,8868,26.93,-2497,1565,2299,0,837,935,-4068,-604,8264,25.38,-6860,325,-9893,320,290,97
-7472,-11856,13780,26.98,-11992,-550,-5985,0,631,913,1952,1512,15048,25.33,3807,4775,903,850,669,619
-3512,-14840,2404,26.98,-2273,-3864,-4707,0,425,608,-148,7160,15328,25.38,1371,-2226,-55,907,752,781
-3100,-9128,3496,26.98,6802,-609,2567,0,296,455,-708,6292,15300,25.38,-1038,2995,-1107,918,789,779
-11444,-13144,8988,26.93,11265,482,6483,0,201,578,-688,5444,15516,25.47,-2607,799,82,912,774,752
-9156,-9480,7920,26.98,2939,-1743,-554,0,738,871,-1716,7180,19680,25.42,12105,7782,-4541,406,625,736
-3940,-11700,10996,26.98,-82,-509,-339,0,833,960,-4564,8244,7932,25.38,2333,-262,8016,327,390,97
-5600,-10996,9620,26.98,-3850,1761,3335,0,804,962,-1504,3064,6076,25.42,-5409,598,-4256,321,384,59
-7296,-10632,11196,26.98,-5698,1366,-2341,0,701,944,-3404,3668,17036,25.47,-2096,-9379,5443,297,428,764
-1788,-18464,6904,27.07,-10745,-4850,-8669,0,401,741,-28,4284,15696,25.38,717,-2393,106,836,627,828
696,-6020,4244,27.12,2823,87,-560,0,292,469,760,6316,15472,25.47,-841,2576,-992,884,700,839
2928,-10616,3848,27.07,16754,2355,8603,0,303,567,-356,5100,15304,25.42,-2242,1356,103,877,674,836
-8320,-8368,12856,26.93,1631,-558,2377,0,559,779,1152,4988,17412,25.47,7786,1023,-1320,548,580,836
-4420,-11412,10280,27.02,1377,-1672,-1366,0,712,899,-8552,13316,16352,25.42,4537,4884,-2674,339,358,252
-5056,-11092,10200,26.98,-2578,1790,2355,0,750,921,-4448,4800,5840,25.42,-4134,-5230,1268,338,384,52
