ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
2072,-8852,14228,29.28,-5400,-1072,-71,0,497,956,-4104,10088,17428,28.34,4729,23400,-3710,257,756,848
2972,-12472,10980,29.19,-7312,-2151,1373,0,430,834,-2244,8424,-892,28.29,-7343,-2228,-5361,233,349,176
2656,-9020,8392,29.24,3421,-1402,-5426,0,331,473,-25688,-7252,5180,28.34,632,-32768,6580,221,721,515
2068,-8656,8220,29.24,629,7698,2241,0,291,461,-8328,11072,12372,28.34,666,5133,1414,227,886,704
6032,-7520,14692,29.33,4082,-1113,1182,0,481,651,-4412,6636,10760,28.39,800,25419,-7191,233,804,657
-11527,6905,26368,29.24,1589,-1738,-1566,0,584,886,-5976,-5688,1576,28.39,5627,-3937,-6427,244,532,99
3304,-9032,13460,46.25,3304,-9032,13460,0,660,954,23904,-5196,23744,28.34,8076,8834,-3180,753,895,616
3304,-9032,13460,29.33,0,0,0,0,611,963,-1520,4820,20252,28.29,-4207,24216,-4768,312,882,738
1260,-9364,12716,29.19,-379,243,-196,0,552,961,-10700,-5444,3732,28.34,-2602,-4989,722,303,510,230
1464,-8524,14732,29.28,-13891,-4557,-2203,0,474,930,-4936,3516,12768,28.34,1141,-32768,10977,457,822,206
-2464,-4557,-2203,29.28,-2464,-4557,-2203,0,400,575,-3736,6296,17328,28.39,608,3407,-2677,870,888,585
3508,-5288,6108,29.28,-834,6422,1109,0,367,463,-15096,11264,9484,28.29,1388,30006,-3968,328,768,372
3040,-10012,14784,29.28,6819,529,-3264,0,428,813,-11512,-3720,2604,28.44,-2593,2067,-10088,337,328,54
1628,-9056,12808,29.33,949,1241,180,0,672,912,-28684,1624,4232,28.25,19548,-124,-1814,884,764,411
2484,-8696,13096,29.24,-301,313,639,0,716,932,-3224,5992,20920,28.39,-11174,15460,-5169,606,812,631
1732,-9044,13004,29.33,-1143,674,492,0,721,946,7872,1676,1872,28.34,8061,-11826,17063,325,364,93
1296,-9376,12696,29.33,-520,335,-169,0,707,953,32767,-12316,19692,28.34,15413,8754,163,854,683,309
1424,-8088,13932,29.28,-7980,-4100,-2086,0,622,934,-1964,4984,16596,28.29,-5263,6283,-3021,786,740,769
3136,-11844,11700,29.33,-4892,-5252,-1120,0,489,696,-8672,3452,6564,28.39,803,4358,1323,313,436,419
3888,-10052,8076,29.28,-3481,3389,-2134,0,347,477,-21844,6456,28948,28.44,-9269,-29001,14107,794,744,453
4128,-11192,14828,29.33,5701,-1143,3290,0,298,295,-3220,4052,16552,28.34,-4076,6667,-2681,841,798,774
4244,-8580,14232,29.28,1324,-1744,-992,0,463,878,-10096,3620,6440,28.34,1585,9532,2498,318,481,279
4840,-8664,20232,29.33,-19011,7887,9215,0,431,961,12680,9964,10840,28.34,1509,-28494,17411,284,596,148
-4348,-14036,1080,29.28,-1314,-3549,2030,0,324,721,5032,5228,19228,28.34,1140,1127,-3761,894,858,650
3652,-18136,7112,29.19,29894,-1134,-14402,0,293,635,-9976,2316,5664,28.34,-4375,29098,-5278,345,706,543
4680,-16036,6964,29.28,-10,-3333,-1876,0,617,938,-9256,-14796,3804,28.34,-986,4905,-30481,317,334,57
6616,-11620,18436,29.28,-32768,-1514,14118,0,276,965,22360,-2968,32767,28.34,9517,-2586,-314,709,899,648
-2348,1344,-3076,29.28,4756,-2597,-1189,0,272,608,292,12616,20132,28.39,655,25767,-6334,308,885,759
